
S&P 500 INDEX,Last: 4549.9102,Change:  -0.5198
"Date: November 28, 2023 at 3:34 PM EST",Bid: 4549.3701,Ask: 4550.6001,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Tue Nov 28 2023,SPXW231128C03960000,0,0,590.1,590.6,0,4.9688,0.9996,0,0,3960.00,SPXW231128P03960000,0.35,0,0,0.05,0,4.7484,-0.0004,0,82
Tue Nov 28 2023,SPXW231128C03970000,0,0,580.1,580.6,0,4.8846,0.9996,0,0,3970.00,SPXW231128P03970000,0.15,0,0,0.05,0,4.668,-0.0004,0,423
Tue Nov 28 2023,SPXW231128C03975000,0,0,575.1,575.6,0,4.8426,0.9996,0,0,3975.00,SPXW231128P03975000,0.15,0,0,0.05,0,4.6279,-0.0004,0,103
Tue Nov 28 2023,SPXW231128C03980000,0,0,570.1,570.6,0,4.8005,0.9996,0,0,3980.00,SPXW231128P03980000,0.1,0,0,0.05,0,4.5878,-0.0004,0,228
Tue Nov 28 2023,SPXW231128C03990000,0,0,560.1,560.6,0,4.7166,0.9996,0,0,3990.00,SPXW231128P03990000,0.1,0,0,0.05,0,4.5078,-0.0004,0,213
Tue Nov 28 2023,SPXW231128C04000000,550.72,0,550.1,550.6,0,4.6328,0.9996,0,1,4000.00,SPXW231128P04000000,0.03,0,0,0.05,0,4.4278,-0.0004,0,454
Tue Nov 28 2023,SPXW231128C04010000,0,0,540.1,540.6,0,4.5492,0.9996,0,0,4010.00,SPXW231128P04010000,0.4,0,0,0.05,0,4.3479,-0.0004,0,56
Tue Nov 28 2023,SPXW231128C04020000,0,0,530.1,530.6,0,4.4656,0.9995,0,0,4020.00,SPXW231128P04020000,0.2,0,0,0.05,0,4.2682,-0.0005,0,56
Tue Nov 28 2023,SPXW231128C04025000,0,0,525.1,525.6,0,4.4239,0.9995,0,0,4025.00,SPXW231128P04025000,0.05,0,0,0.05,0,4.2284,-0.0005,0,1481
Tue Nov 28 2023,SPXW231128C04030000,519.22,-7.98,520.1,520.6,8,4.3822,0.9995,0,8,4030.00,SPXW231128P04030000,0.05,0,0,0.05,0,4.1885,-0.0005,0,668
Tue Nov 28 2023,SPXW231128C04040000,0,0,510.1,510.6,0,4.2989,0.9995,0,0,4040.00,SPXW231128P04040000,0.05,0,0,0.05,0,4.109,-0.0005,0,448
Tue Nov 28 2023,SPXW231128C04050000,375.09,0,500.1,500.6,0,4.2158,0.9995,0,1,4050.00,SPXW231128P04050000,0.05,0,0,0.05,0,4.0296,-0.0005,0,2546
Tue Nov 28 2023,SPXW231128C04060000,0,0,490.1,490.6,0,4.1327,0.9995,0,0,4060.00,SPXW231128P04060000,0.05,0,0,0.05,0,3.9502,-0.0005,0,430
Tue Nov 28 2023,SPXW231128C04070000,479.85,-7.45,480.1,480.6,3,4.0498,0.9995,0,5,4070.00,SPXW231128P04070000,0.05,0,0,0.05,0,3.871,-0.0005,0,240
Tue Nov 28 2023,SPXW231128C04075000,153.02,0,475.1,475.6,0,4.0083,0.9995,0,17,4075.00,SPXW231128P04075000,0.05,0,0,0.05,0,3.8314,-0.0005,0,3339
Tue Nov 28 2023,SPXW231128C04080000,469.85,-7.45,470.1,470.6,5,3.9669,0.9995,0,80,4080.00,SPXW231128P04080000,0.05,0,0,0.05,0,3.7919,-0.0005,0,403
Tue Nov 28 2023,SPXW231128C04085000,0,0,465.1,465.6,0,3.9256,0.9995,0,0,4085.00,SPXW231128P04085000,0.05,0,0,0.05,0,3.7523,-0.0005,0,368
Tue Nov 28 2023,SPXW231128C04090000,164.56,0,460.1,460.6,0,3.8842,0.9994,0,1,4090.00,SPXW231128P04090000,0.05,0,0,0.05,0,3.7128,-0.0006,0,596
Tue Nov 28 2023,SPXW231128C04095000,0,0,455.1,455.6,0,3.8429,0.9994,0,0,4095.00,SPXW231128P04095000,0.05,0,0,0.05,0,3.6733,-0.0006,0,310
Tue Nov 28 2023,SPXW231128C04100000,464.95,7.65,450.1,450.6,1,3.8016,0.9994,0,4,4100.00,SPXW231128P04100000,0.05,0,0,0.05,0,3.6339,-0.0006,0,3995
Tue Nov 28 2023,SPXW231128C04105000,444.92,-7.38,445.1,445.6,4,3.7603,0.9994,0,4,4105.00,SPXW231128P04105000,0.05,0,0,0.05,0,3.5944,-0.0006,0,222
Tue Nov 28 2023,SPXW231128C04110000,144.47,0,440.1,440.6,0,3.719,0.9994,0,2,4110.00,SPXW231128P04110000,0.05,0,0,0.05,0,3.555,-0.0006,0,402
Tue Nov 28 2023,SPXW231128C04115000,0,0,435.1,435.6,0,3.6778,0.9994,0,0,4115.00,SPXW231128P04115000,0.05,0,0,0.05,0,3.5156,-0.0006,0,350
Tue Nov 28 2023,SPXW231128C04120000,397.58,0,430.1,430.6,0,3.6366,0.9994,0,4,4120.00,SPXW231128P04120000,0.05,0,0,0.05,0,3.4762,-0.0006,0,264
Tue Nov 28 2023,SPXW231128C04125000,96.9,0,425.1,425.6,0,3.5954,0.9994,0,5,4125.00,SPXW231128P04125000,0.05,0,0,0.05,0,3.4368,-0.0006,0,1295
Tue Nov 28 2023,SPXW231128C04130000,128.25,0,420.1,420.6,0,3.5543,0.9994,0,5,4130.00,SPXW231128P04130000,0.05,0,0,0.05,0,3.3975,-0.0006,0,550
Tue Nov 28 2023,SPXW231128C04135000,135.64,0,415.1,415.6,0,3.5131,0.9994,0,1,4135.00,SPXW231128P04135000,0.05,0,0,0.05,0,3.3582,-0.0006,0,364
Tue Nov 28 2023,SPXW231128C04140000,417.17,0,410.1,410.6,0,3.472,0.9994,0,20,4140.00,SPXW231128P04140000,0.05,0,0,0.05,0,3.3188,-0.0006,0,100
Tue Nov 28 2023,SPXW231128C04145000,279.06,0,405.1,405.6,0,3.4309,0.9994,0,1,4145.00,SPXW231128P04145000,0.05,0,0,0.05,0,3.2796,-0.0006,0,96
Tue Nov 28 2023,SPXW231128C04150000,400.92,-6.38,400.1,400.6,1,3.3898,0.9994,0,57,4150.00,SPXW231128P04150000,0.05,0,0,0.05,0,3.2403,-0.0006,0,1056
Tue Nov 28 2023,SPXW231128C04155000,218.9,0,395.1,395.6,0,3.3488,0.9994,0,1,4155.00,SPXW231128P04155000,0.05,0,0,0.05,0,3.201,-0.0006,0,344
Tue Nov 28 2023,SPXW231128C04160000,332.81,0,390.1,390.6,0,3.3077,0.9993,0,5,4160.00,SPXW231128P04160000,0.05,0,0,0.05,10,3.1618,-0.0007,0,474
Tue Nov 28 2023,SPXW231128C04165000,0,0,385.1,385.6,0,3.2667,0.9993,0,0,4165.00,SPXW231128P04165000,0.05,0,0,0.05,0,3.1226,-0.0007,0,304
Tue Nov 28 2023,SPXW231128C04170000,393.49,6.19,380.1,380.6,5,3.2257,0.9993,0,22,4170.00,SPXW231128P04170000,0.05,0,0,0.05,0,3.0834,-0.0007,0,499
Tue Nov 28 2023,SPXW231128C04175000,342.92,0,375.1,375.6,0,3.1847,0.9993,0,39,4175.00,SPXW231128P04175000,0.05,0,0,0.05,0,3.0442,-0.0007,0,664
Tue Nov 28 2023,SPXW231128C04180000,373.38,-3.92,370.1,370.6,1,3.1438,0.9993,0,66,4180.00,SPXW231128P04180000,0.05,0,0,0.05,0,3.005,-0.0007,0,581
Tue Nov 28 2023,SPXW231128C04185000,368.2,-4.1,365.1,365.6,1,3.1028,0.9993,0,2,4185.00,SPXW231128P04185000,0.05,0,0,0.05,0,2.9658,-0.0007,0,512
Tue Nov 28 2023,SPXW231128C04190000,359.61,-7.69,360.1,360.6,9,3.0619,0.9993,0,21,4190.00,SPXW231128P04190000,0.05,0,0,0.05,0,2.9267,-0.0007,0,207
Tue Nov 28 2023,SPXW231128C04195000,197,0,355.1,355.6,0,3.021,0.9993,0,57,4195.00,SPXW231128P04195000,0.07,0,0,0.05,0,2.8875,-0.0007,0,93
Tue Nov 28 2023,SPXW231128C04200000,345.15,-12.2,350.1,350.6,2,2.9801,0.9993,0,2000,4200.00,SPXW231128P04200000,0.05,0,0,0.05,0,2.8484,-0.0007,0,2080
Tue Nov 28 2023,SPXW231128C04205000,0,0,345.1,345.6,0,2.9392,0.9992,0,0,4205.00,SPXW231128P04205000,0.4,0,0,0.05,0,2.8093,-0.0008,0,31
Tue Nov 28 2023,SPXW231128C04210000,357.87,10.52,340.1,340.6,1,2.8983,0.9992,0,32,4210.00,SPXW231128P04210000,0.07,0,0,0.05,0,2.7702,-0.0008,0,49
Tue Nov 28 2023,SPXW231128C04215000,328.92,-13.43,335.1,335.6,2,2.8574,0.9992,0,4,4215.00,SPXW231128P04215000,0.05,0,0,0.05,0,2.7311,-0.0008,0,215
Tue Nov 28 2023,SPXW231128C04220000,336.23,-1.12,330.1,330.6,3,2.8166,0.9992,0,29,4220.00,SPXW231128P04220000,0.07,0,0,0.05,0,2.692,-0.0008,0,82
Tue Nov 28 2023,SPXW231128C04225000,328.18,-4.17,325.1,325.6,7,2.7757,0.9992,0,89,4225.00,SPXW231128P04225000,0.2,0,0,0.05,0,2.6529,-0.0008,0,434
Tue Nov 28 2023,SPXW231128C04230000,337.84,10.49,320.1,320.6,2,2.7349,0.9992,0,8,4230.00,SPXW231128P04230000,0.07,0,0,0.05,0,2.6138,-0.0008,0,461
Tue Nov 28 2023,SPXW231128C04235000,110,0,315.1,315.6,0,2.6941,0.9992,0,4,4235.00,SPXW231128P04235000,0.05,0,0,0.05,0,2.5747,-0.0008,0,367
Tue Nov 28 2023,SPXW231128C04240000,312.83,-4.52,310.1,310.6,16,2.6533,0.9992,0,61,4240.00,SPXW231128P04240000,0.05,0,0,0.05,0,2.5357,-0.0008,0,153
Tue Nov 28 2023,SPXW231128C04245000,302.02,-10.33,305.1,305.6,22,2.6125,0.9992,0,22,4245.00,SPXW231128P04245000,0.05,0,0,0.05,0,2.4966,-0.0008,0,437
Tue Nov 28 2023,SPXW231128C04250000,304.37,-2.98,300.1,300.6,11,2.5717,0.9991,0,778,4250.00,SPXW231128P04250000,0.05,0,0,0.05,0,2.4576,-0.0009,0,993
Tue Nov 28 2023,SPXW231128C04255000,295.21,-7.14,295.1,295.6,11,2.5309,0.9991,0,57,4255.00,SPXW231128P04255000,0.1,0,0,0.05,0,2.4185,-0.0009,0,217
Tue Nov 28 2023,SPXW231128C04260000,291.42,-5.93,290.1,290.6,9,2.4901,0.9991,0,46,4260.00,SPXW231128P04260000,0.07,0,0,0.05,0,2.3794,-0.0009,0,1125
Tue Nov 28 2023,SPXW231128C04265000,285.83,-6.52,285.1,285.6,25,2.4493,0.9991,0,25,4265.00,SPXW231128P04265000,0.07,0,0,0.05,0,2.3404,-0.0009,0,114
Tue Nov 28 2023,SPXW231128C04270000,283.32,-4.03,280.1,280.6,13,2.4085,0.9991,0,139,4270.00,SPXW231128P04270000,0.05,-0.025,0,0.05,5,2.3013,-0.0009,0,218
Tue Nov 28 2023,SPXW231128C04275000,277.54,-4.81,275.1,275.6,16,2.3678,0.999,0,77,4275.00,SPXW231128P04275000,0.05,-0.025,0,0.05,71,2.2623,-0.001,0,357
Tue Nov 28 2023,SPXW231128C04280000,272.37,-4.98,270.1,270.6,10,2.327,0.999,0,31,4280.00,SPXW231128P04280000,0.05,-0.025,0,0.05,1449,2.2232,-0.001,0,1764
Tue Nov 28 2023,SPXW231128C04285000,281.84,9.49,265.1,265.6,5,2.2862,0.999,0,9,4285.00,SPXW231128P04285000,0.07,0,0,0.05,0,2.1842,-0.001,0,208
Tue Nov 28 2023,SPXW231128C04290000,261.71,-5.64,260.1,260.6,6,2.2454,0.999,0,86,4290.00,SPXW231128P04290000,0.1,0,0,0.05,0,2.1451,-0.001,0,352
Tue Nov 28 2023,SPXW231128C04295000,263.94,1.59,255.1,255.6,1,2.2046,0.999,0,8,4295.00,SPXW231128P04295000,0.05,-0.025,0,0.05,307,2.106,-0.001,0,321
Tue Nov 28 2023,SPXW231128C04300000,252.5,-4.85,250.1,250.6,10,2.1638,0.999,0,72,4300.00,SPXW231128P04300000,0.05,-0.025,0,0.05,1,2.0669,-0.001,0,412
Tue Nov 28 2023,SPXW231128C04305000,244.89,-7.46,245.1,245.6,15,2.123,0.9989,0,16,4305.00,SPXW231128P04305000,0.1,0,0,0.05,0,2.0279,-0.0011,0,124
Tue Nov 28 2023,SPXW231128C04310000,240.37,-6.98,240.1,240.6,10,2.0822,0.9989,0,47,4310.00,SPXW231128P04310000,0.1,0,0,0.05,0,1.9888,-0.0011,0,148
Tue Nov 28 2023,SPXW231128C04315000,236.33,-6.02,235.1,235.6,4,2.0414,0.9989,0,20,4315.00,SPXW231128P04315000,0.25,0,0,0.05,0,1.9497,-0.0011,0,775
Tue Nov 28 2023,SPXW231128C04320000,224.59,-12.76,230.1,230.6,1,2.0006,0.9989,0,40,4320.00,SPXW231128P04320000,0.1,0,0,0.05,0,1.9105,-0.0011,0,196
Tue Nov 28 2023,SPXW231128C04325000,224.9,-7.4,225.1,225.6,2,1.9597,0.9988,0,60,4325.00,SPXW231128P04325000,0.07,0,0,0.05,0,1.8714,-0.0012,0,330
Tue Nov 28 2023,SPXW231128C04330000,220.24,-7.06,220.1,220.6,4,1.9189,0.9988,0,43,4330.00,SPXW231128P04330000,0.1,0,0,0.05,0,1.8323,-0.0012,0,71
Tue Nov 28 2023,SPXW231128C04335000,209.37,-12.93,215.1,215.6,5,1.878,0.9988,0.0001,18,4335.00,SPXW231128P04335000,0.1,0,0,0.05,0,1.7931,-0.0012,0.0001,198
Tue Nov 28 2023,SPXW231128C04340000,216.56,0,210.1,210.6,0,1.8371,0.9988,0.0001,8,4340.00,SPXW231128P04340000,0.1,0,0,0.05,0,1.7539,-0.0012,0.0001,263
Tue Nov 28 2023,SPXW231128C04345000,209.24,0,205.1,205.6,0,1.7962,0.9987,0.0001,10,4345.00,SPXW231128P04345000,0.1,0,0,0.05,0,1.7147,-0.0013,0.0001,55
Tue Nov 28 2023,SPXW231128C04350000,200.17,-7.13,200.1,200.6,12,1.7552,0.9987,0.0001,176,4350.00,SPXW231128P04350000,0.05,-0.025,0,0.05,4,1.6755,-0.0013,0.0001,588
Tue Nov 28 2023,SPXW231128C04355000,204.66,0,195.1,195.6,0,1.7143,0.9987,0.0001,8,4355.00,SPXW231128P04355000,0.05,-0.025,0,0.05,86,1.6363,-0.0013,0.0001,231
Tue Nov 28 2023,SPXW231128C04360000,197.48,0.18,190.1,190.6,29,1.6733,0.9986,0.0001,79,4360.00,SPXW231128P04360000,0.1,0,0,0.05,0,1.597,-0.0014,0.0001,584
Tue Nov 28 2023,SPXW231128C04365000,194,1.65,185.1,185.6,1,1.6323,0.9986,0.0001,30,4365.00,SPXW231128P04365000,0.1,0,0,0.05,0,1.5577,-0.0014,0.0001,259
Tue Nov 28 2023,SPXW231128C04370000,175.24,-12.11,180.1,180.6,4,1.5912,0.9986,0.0001,32,4370.00,SPXW231128P04370000,0.05,-0.025,0,0.05,45,1.5184,-0.0014,0.0001,456
Tue Nov 28 2023,SPXW231128C04375000,183.58,0,175.1,175.6,0,1.5502,0.9985,0.0001,15,4375.00,SPXW231128P04375000,0.05,-0.025,0,0.05,214,1.479,-0.0015,0.0001,710
Tue Nov 28 2023,SPXW231128C04380000,180.62,3.22,170.1,170.6,2,1.509,0.9985,0.0001,21,4380.00,SPXW231128P04380000,0.05,-0.025,0,0.05,151,1.4397,-0.0015,0.0001,3988
Tue Nov 28 2023,SPXW231128C04385000,168.2,-4.2,165.1,165.6,3,1.4679,0.9984,0.0001,10,4385.00,SPXW231128P04385000,0.05,-0.025,0,0.05,235,1.4002,-0.0016,0.0001,560
Tue Nov 28 2023,SPXW231128C04390000,165.18,-2.22,160.1,160.6,6,1.4267,0.9984,0.0001,24,4390.00,SPXW231128P04390000,0.05,-0.025,0,0.05,114,1.3608,-0.0016,0.0001,589
Tue Nov 28 2023,SPXW231128C04395000,156.22,-6.18,155.1,155.6,35,1.3855,0.9984,0.0001,40,4395.00,SPXW231128P04395000,0.05,-0.05,0,0.05,181,1.3212,-0.0016,0.0001,783
Tue Nov 28 2023,SPXW231128C04400000,145.84,-11.56,150.1,150.6,7,1.3442,0.9983,0.0001,135,4400.00,SPXW231128P04400000,0.05,-0.05,0,0.05,252,1.2817,-0.0017,0.0001,1301
Tue Nov 28 2023,SPXW231128C04405000,147.36,-5.04,145.1,145.6,51,1.3028,0.9982,0.0001,104,4405.00,SPXW231128P04405000,0.05,-0.075,0,0.05,360,1.2421,-0.0018,0.0001,304
Tue Nov 28 2023,SPXW231128C04410000,144.72,-2.68,140.1,140.6,6,1.2614,0.9982,0.0001,86,4410.00,SPXW231128P04410000,0.05,-0.05,0,0.05,124,1.2024,-0.0018,0.0001,307
Tue Nov 28 2023,SPXW231128C04415000,134.5,-7.9,135.1,135.6,7,1.22,0.9981,0.0001,129,4415.00,SPXW231128P04415000,0.05,-0.075,0,0.05,130,1.1627,-0.0019,0.0001,179
Tue Nov 28 2023,SPXW231128C04420000,135.88,-1.52,130.1,130.6,8,1.1784,0.9981,0.0001,49,4420.00,SPXW231128P04420000,0.05,-0.075,0,0.05,87,1.1229,-0.0019,0.0001,910
Tue Nov 28 2023,SPXW231128C04425000,124.41,-7.99,125.1,125.6,9,1.1368,0.998,0.0001,456,4425.00,SPXW231128P04425000,0.05,-0.075,0,0.05,196,1.083,-0.002,0.0001,672
Tue Nov 28 2023,SPXW231128C04430000,122.68,-4.72,120.1,120.6,7,1.0952,0.9979,0.0001,49,4430.00,SPXW231128P04430000,0.05,-0.075,0,0.05,342,1.0431,-0.0021,0.0001,762
Tue Nov 28 2023,SPXW231128C04435000,114.1,-8.3,115.1,115.6,16,1.0534,0.9978,0.0002,77,4435.00,SPXW231128P04435000,0.05,-0.075,0,0.05,264,1.0031,-0.0022,0.0002,520
Tue Nov 28 2023,SPXW231128C04440000,112.06,-5.39,110.1,110.6,14,1.0115,0.9977,0.0002,30,4440.00,SPXW231128P04440000,0.05,-0.075,0,0.05,1114,0.963,-0.0023,0.0002,994
Tue Nov 28 2023,SPXW231128C04445000,108.15,-4.3,105.1,105.6,33,0.9695,0.9976,0.0002,46,4445.00,SPXW231128P04445000,0.05,-0.075,0,0.05,1923,0.9228,-0.0024,0.0002,311
Tue Nov 28 2023,SPXW231128C04450000,101.37,-6.08,100.1,100.6,42,0.9275,0.9975,0.0002,231,4450.00,SPXW231128P04450000,0.05,-0.075,0,0.05,1632,0.8825,-0.0025,0.0002,1724
Tue Nov 28 2023,SPXW231128C04455000,96.6,-5.85,95.1,95.6,29,0.8853,0.9974,0.0002,44,4455.00,SPXW231128P04455000,0.05,-0.075,0,0.05,2106,0.842,-0.0026,0.0002,1534
Tue Nov 28 2023,SPXW231128C04460000,90.85,-6.6,90.1,90.6,56,0.8429,0.9973,0.0002,176,4460.00,SPXW231128P04460000,0.05,-0.075,0,0.05,1235,0.8015,-0.0027,0.0002,1087
Tue Nov 28 2023,SPXW231128C04465000,86.08,-6.37,85.1,85.6,15,0.8004,0.9972,0.0003,29,4465.00,SPXW231128P04465000,0.05,-0.1,0,0.05,567,0.7609,-0.0028,0.0003,2653
Tue Nov 28 2023,SPXW231128C04470000,81.34,-6.06,80.1,80.6,42,0.7578,0.997,0.0003,66,4470.00,SPXW231128P04470000,0.05,-0.125,0,0.05,1586,0.7201,-0.003,0.0003,1510
Tue Nov 28 2023,SPXW231128C04475000,77.75,-4.7,75.1,75.6,95,0.715,0.9968,0.0003,92,4475.00,SPXW231128P04475000,0.05,-0.125,0,0.05,3349,0.6791,-0.0032,0.0003,1839
Tue Nov 28 2023,SPXW231128C04480000,70.85,-6.65,70.1,70.6,19,0.672,0.9966,0.0004,135,4480.00,SPXW231128P04480000,0.05,-0.15,0,0.05,3523,0.638,-0.0034,0.0004,3888
Tue Nov 28 2023,SPXW231128C04485000,67.43,-5.12,65.1,65.6,92,0.6288,0.9964,0.0004,269,4485.00,SPXW231128P04485000,0.05,-0.175,0,0.05,2585,0.5967,-0.0036,0.0004,3773
Tue Nov 28 2023,SPXW231128C04490000,62.62,-4.93,60.1,60.6,94,0.5854,0.9962,0.0005,264,4490.00,SPXW231128P04490000,0.05,-0.175,0,0.05,5887,0.5551,-0.0038,0.0005,2606
Tue Nov 28 2023,SPXW231128C04495000,53.75,-8.9,55.1,55.6,90,0.5417,0.9959,0.0006,164,4495.00,SPXW231128P04495000,0.05,-0.225,0,0.05,6842,0.5133,-0.0041,0.0006,2711
Tue Nov 28 2023,SPXW231128C04500000,50.49,-7.16,50.1,50.5,485,0,0.9955,0.0007,3292,4500.00,SPXW231128P04500000,0.05,-0.275,0,0.05,12393,0.4713,-0.0045,0.0007,7669
Tue Nov 28 2023,SPXW231128C04505000,47.8,-4.95,45.1,45.6,281,0.4534,0.9951,0.0008,121,4505.00,SPXW231128P04505000,0.05,-0.325,0,0.05,14225,0.4289,-0.0049,0.0008,5128
Tue Nov 28 2023,SPXW231128C04510000,40.65,-7.2,40.1,40.6,430,0.4086,0.9946,0.001,331,4510.00,SPXW231128P04510000,0.05,-0.425,0,0.05,15478,0.3862,-0.0054,0.001,3055
Tue Nov 28 2023,SPXW231128C04515000,35.3,-7.55,35.1,35.6,261,0.3634,0.994,0.0012,161,4515.00,SPXW231128P04515000,0.05,-0.575,0,0.05,18978,0.3431,-0.006,0.0012,4121
Tue Nov 28 2023,SPXW231128C04520000,31.46,-6.64,30.1,30.6,500,0.3177,0.9932,0.0015,1231,4520.00,SPXW231128P04520000,0.05,-0.75,0,0.05,31431,0.2994,-0.0068,0.0015,5218
Tue Nov 28 2023,SPXW231128C04525000,25.9,-7.45,25.1,25.6,2863,0.2712,0.992,0.0021,1069,4525.00,SPXW231128P04525000,0.05,-1.025,0.05,0.1,36276,0.2945,-0.008,0.0021,3307
Tue Nov 28 2023,SPXW231128C04530000,20.7,-8.2,20.1,20.7,5194,0.2514,0.9896,0.0031,491,4530.00,SPXW231128P04530000,0.1,-1.4,0.05,0.1,47259,0.244,-0.0104,0.0031,4817
Tue Nov 28 2023,SPXW231128C04535000,15.5,-8.95,15.2,15.7,4174,0.2144,0.9816,0.0061,200,4535.00,SPXW231128P04535000,0.14,-1.985,0.1,0.15,58924,0.2097,-0.0184,0.0061,4051
